Time,Temporada,Rodada,Adversario,Vencedor,Mando_de_campo,Mandante Placar,Visitante Placar,Posicao,Pontos,Vitoria,Derrota,Empate,Gols_pro,Gols_contra,Saldo_de_gols,Vitorias_consecutivas,Derrotas_consecutivas,Jogos_marcando,Jogos_sem_sofrer_gols
fluminense,2008,13,figueirense,fluminense,1,1,0,0,12,3,7,3,11,15,-4,1,0,4,1
santos,2008,13,sport,santos,1,1,0,0,11,2,6,5,10,20,-10,1,0,1,1
ipatinga,2008,13,portuguesa,ipatinga,1,4,1,0,10,2,7,4,15,26,-11,1,0,1,-8
grêmio,2008,14,figueirense,grêmio,-1,1,7,0,28,8,2,4,26,11,15,2,0,5,-1
flamengo,2008,14,portuguesa,-,-1,2,2,0,27,8,3,3,27,14,13,0,0,1,-5
vitória,2008,14,náutico,vitória,1,2,0,0,26,8,4,2,22,13,9,2,0,8,1
palmeiras,2008,14,santos,palmeiras,1,4,2,0,24,7,4,3,25,18,7,1,0,9,-6
cruzeiro,2008,14,goiás,goiás,1,0,1,0,24,7,4,3,20,13,7,0,2,-2,-2
são paulo,2008,14,internacional,internacional,-1,2,0,0,23,6,3,5,22,15,7,0,1,-1,-7
internacional,2008,14,são paulo,internacional,1,2,0,0,22,6,4,4,18,14,4,1,0,14,1
coritiba,2008,14,ipatinga,coritiba,1,1,0,0,20,5,4,5,19,16,3,1,0,5,1
figueirense,2008,14,grêmio,grêmio,1,1,7,0,19,5,5,4,19,30,-11,0,2,1,-2
botafogo-rj,2008,14,atlético-mg,botafogo-rj,1,4,0,0,18,5,6,3,21,18,3,1,0,6,1
náutico,2008,14,vitória,vitória,-1,2,0,0,18,5,6,3,15,19,-4,0,1,-1,-9
sport,2008,14,athlético-pr,sport,1,1,0,0,18,5,6,3,13,17,-4,1,0,1,1
goiás,2008,14,cruzeiro,goiás,-1,0,1,0,17,4,5,5,15,21,-6,2,0,4,-3
portuguesa,2008,14,flamengo,-,1,2,2,0,17,4,5,5,20,28,-8,0,0,4,-6
athlético-pr,2008,14,sport,sport,-1,1,0,0,16,4,6,4,14,15,-1,0,1,-1,-5
atlético-mg,2008,14,botafogo-rj,botafogo-rj,-1,4,0,0,15,3,5,6,17,23,-6,0,1,-1,-10
vasco,2008,14,fluminense,-,1,3,3,0,14,3,6,5,22,22,0,0,0,7,-4
fluminense,2008,14,vasco,-,-1,3,3,0,13,3,7,4,14,18,-4,0,0,5,-1
santos,2008,14,palmeiras,palmeiras,-1,4,2,0,11,2,7,5,12,24,-12,0,1,2,-1
ipatinga,2008,14,coritiba,coritiba,-1,1,0,0,10,2,8,4,15,27,-12,0,1,-1,-9
grêmio,2008,15,palmeiras,-,1,1,1,0,29,8,2,5,27,12,15,0,0,6,-2
flamengo,2008,15,botafogo-rj,-,1,0,0,0,28,8,3,4,27,14,13,0,0,-1,1
cruzeiro,2008,15,fluminense,cruzeiro,-1,1,3,0,27,8,4,3,23,14,9,1,0,1,-3
vitória,2008,15,atlético-mg,atlético-mg,-1,2,1,0,26,8,5,2,23,15,8,0,1,9,-1
são paulo,2008,15,portuguesa,são paulo,1,3,1,0,26,7,3,5,25,16,9,1,0,1,-8
palmeiras,2008,15,grêmio,-,-1,1,1,0,25,7,4,4,26,19,7,0,0,10,-7
coritiba,2008,15,náutico,coritiba,-1,1,2,0,23,6,4,5,21,17,4,2,0,6,-1
internacional,2008,15,ipatinga,ipatinga,-1,1,0,0,22,6,5,4,18,15,3,0,1,-1,-1
sport,2008,15,goiás,sport,-1,1,2,0,21,6,6,3,15,18,-3,2,0,2,-1
figueirense,2008,15,athlético-pr,-,-1,0,0,0,20,5,5,5,19,30,-11,0,0,-1,-1
botafogo-rj,2008,15,flamengo,-,-1,0,0,0,19,5,6,4,21,18,3,0,0,-1,1
náutico,2008,15,coritiba,coritiba,1,1,2,0,18,5,7,3,16,21,-5,0,2,1,-10
atlético-mg,2008,15,vitória,atlético-mg,1,2,1,0,18,4,5,6,19,24,-5,1,0,1,-11
athlético-pr,2008,15,figueirense,-,1,0,0,0,17,4,6,5,14,15,-1,0,0,-2,1
goiás,2008,15,sport,sport,1,1,2,0,17,4,6,5,16,23,-7,0,1,5,-4
portuguesa,2008,15,são paulo,são paulo,-1,3,1,0,17,4,6,5,21,31,-10,0,1,5,-7
vasco,2008,15,santos,santos,-1,5,2,0,14,3,7,5,24,27,-3,0,1,8,-5
santos,2008,15,vasco,santos,1,5,2,0,14,3,7,5,17,26,-9,1,0,3,-2
fluminense,2008,15,cruzeiro,cruzeiro,1,1,3,0,13,3,8,4,15,21,-6,0,1,6,-2
ipatinga,2008,15,internacional,ipatinga,1,1,0,0,13,3,8,4,16,27,-11,1,0,1,1
grêmio,2008,16,coritiba,grêmio,-1,0,1,0,32,9,2,5,28,12,16,1,0,7,-1
cruzeiro,2008,16,náutico,cruzeiro,1,4,2,0,30,9,4,3,27,16,11,2,0,2,-4
vitória,2008,16,athlético-pr,vitória,1,2,1,0,29,9,5,2,25,16,9,1,0,10,-2
flamengo,2008,16,palmeiras,palmeiras,-1,1,0,0,28,8,4,4,27,15,12,0,1,-2,-1
palmeiras,2008,16,flamengo,palmeiras,1,1,0,0,28,8,4,4,27,19,8,1,0,11,1
são paulo,2008,16,figueirense,-,-1,1,1,0,27,7,3,6,26,17,9,0,0,2,-9
sport,2008,16,ipatinga,sport,1,3,1,0,24,7,6,3,18,19,-1,3,0,3,-2
coritiba,2008,16,grêmio,grêmio,1,0,1,0,23,6,5,5,21,18,3,0,1,-1,-2
botafogo-rj,2008,16,goiás,botafogo-rj,1,2,0,0,22,6,6,4,23,18,5,1,0,1,1
internacional,2008,16,santos,santos,1,0,1,0,22,6,6,4,18,16,2,0,2,-2,-2
figueirense,2008,16,são paulo,-,1,1,1,0,21,5,5,6,20,31,-11,0,0,1,-2
portuguesa,2008,16,fluminense,portuguesa,1,3,1,0,20,5,6,5,24,32,-8,1,0,6,-8
náutico,2008,16,cruzeiro,cruzeiro,-1,4,2,0,18,5,8,3,18,25,-7,0,3,2,-11
atlético-mg,2008,16,vasco,vasco,-1,6,1,0,18,4,6,6,20,30,-10,0,1,2,-12
vasco,2008,16,atlético-mg,vasco,1,6,1,0,17,4,7,5,30,28,2,1,0,9,-6
athlético-pr,2008,16,vitória,vitória,-1,2,1,0,17,4,7,5,15,17,-2,0,1,1,-1
santos,2008,16,internacional,santos,-1,0,1,0,17,4,7,5,18,26,-8,2,0,4,-1
goiás,2008,16,botafogo-rj,botafogo-rj,-1,2,0,0,17,4,7,5,16,25,-9,0,2,-1,-5
fluminense,2008,16,portuguesa,portuguesa,-1,3,1,0,13,3,9,4,16,24,-8,0,2,7,-3
ipatinga,2008,16,sport,sport,-1,3,1,0,13,3,9,4,17,30,-13,0,1,2,-1
grêmio,2008,17,vitória,grêmio,1,2,0,0,35,10,2,5,30,12,18,2,0,8,1
cruzeiro,2008,17,flamengo,cruzeiro,-1,1,2,0,33,10,4,3,29,17,12,3,0,3,-5
palmeiras,2008,17,ipatinga,palmeiras,-1,1,2,0,31,9,4,4,29,20,9,2,0,12,-1
são paulo,2008,17,vasco,são paulo,1,4,0,0,30,8,3,6,30,17,13,1,0,3,1
vitória,2008,17,grêmio,grêmio,-1,2,0,0,29,9,6,2,25,18,7,0,1,-1,-3
flamengo,2008,17,cruzeiro,cruzeiro,1,1,2,0,28,8,5,4,28,17,11,0,2,1,-2
coritiba,2008,17,santos,coritiba,-1,1,3,0,26,7,5,5,24,19,5,1,0,1,-3
botafogo-rj,2008,17,athlético-pr,botafogo-rj,-1,0,3,0,25,7,6,4,26,18,8,2,0,2,1
internacional,2008,17,fluminense,internacional,-1,1,2,0,25,7,6,4,20,17,3,1,0,1,-3
sport,2008,17,atlético-mg,atlético-mg,-1,2,1,0,24,7,7,3,19,21,-2,0,1,4,-3
figueirense,2008,17,náutico,figueirense,-1,1,2,0,24,6,5,6,22,32,-10,1,0,2,-3
atlético-mg,2008,17,sport,atlético-mg,1,2,1,0,21,5,6,6,22,31,-9,1,0,3,-13
goiás,2008,17,portuguesa,goiás,1,4,0,0,20,5,7,5,20,25,-5,1,0,1,1
portuguesa,2008,17,goiás,goiás,-1,4,0,0,20,5,7,5,24,36,-12,0,1,-1,-9
náutico,2008,17,figueirense,figueirense,1,1,2,0,18,5,9,3,19,27,-8,0,4,3,-12
vasco,2008,17,são paulo,são paulo,-1,4,0,0,17,4,8,5,30,32,-2,0,1,-1,-7
athlético-pr,2008,17,botafogo-rj,botafogo-rj,1,0,3,0,17,4,8,5,15,20,-5,0,2,-1,-2
santos,2008,17,coritiba,coritiba,1,1,3,0,17,4,8,5,19,29,-10,0,1,5,-2
fluminense,2008,17,internacional,internacional,1,1,2,0,13,3,10,4,17,26,-9,0,3,8,-4
ipatinga,2008,17,palmeiras,palmeiras,1,1,2,0,13,3,10,4,18,32,-14,0,2,3,-2
grêmio,2008,18,ipatinga,grêmio,1,1,0,0,38,11,2,5,31,12,19,3,0,9,1
cruzeiro,2008,18,internacional,cruzeiro,1,2,0,0,36,11,4,3,31,17,14,4,0,4,1
palmeiras,2008,18,vitória,palmeiras,1,3,0,0,34,10,4,4,32,20,12,3,0,13,1
são paulo,2008,18,fluminense,fluminense,-1,3,1,0,30,8,4,6,31,20,11,0,1,4,-1
vitória,2008,18,palmeiras,palmeiras,-1,3,0,0,29,9,7,2,25,21,4,0,2,-2,-4
coritiba,2008,18,vasco,coritiba,-1,0,2,0,29,8,5,5,26,19,7,2,0,2,-2
flamengo,2008,18,goiás,goiás,-1,2,1,0,28,8,6,4,29,19,10,0,3,2,-3
botafogo-rj,2008,18,figueirense,botafogo-rj,-1,1,2,0,28,8,6,4,28,19,9,3,0,3,-1
sport,2008,18,portuguesa,sport,1,2,0,0,27,8,7,3,21,21,0,1,0,5,1
internacional,2008,18,cruzeiro,cruzeiro,-1,2,0,0,25,7,7,4,20,19,1,0,1,-1,-4
atlético-mg,2008,18,santos,atlético-mg,-1,2,3,0,24,6,6,6,25,33,-8,2,0,4,-14
figueirense,2008,18,botafogo-rj,botafogo-rj,1,1,2,0,24,6,6,6,23,34,-11,0,1,3,-4
goiás,2008,18,flamengo,goiás,1,2,1,0,23,6,7,5,22,26,-4,2,0,2,-1
athlético-pr,2008,18,náutico,athlético-pr,1,2,0,0,20,5,8,5,17,20,-3,1,0,1,1
portuguesa,2008,18,sport,sport,-1,2,0,0,20,5,8,5,24,38,-14,0,2,-2,-10
náutico,2008,18,athlético-pr,athlético-pr,-1,2,0,0,18,5,10,3,19,29,-10,0,5,-1,-13
vasco,2008,18,coritiba,coritiba,1,0,2,0,17,4,9,5,30,34,-4,0,2,-2,-8
santos,2008,18,atlético-mg,atlético-mg,1,2,3,0,17,4,9,5,21,32,-11,0,2,6,-3
fluminense,2008,18,são paulo,fluminense,1,3,1,0,16,4,10,4,20,27,-7,1,0,9,-5
ipatinga,2008,18,grêmio,grêmio,-1,1,0,0,13,3,11,4,18,33,-15,0,3,-1,-3
grêmio,2008,19,atlético-mg,grêmio,-1,0,4,0,41,12,2,5,35,12,23,4,0,10,1
cruzeiro,2008,19,portuguesa,portuguesa,-1,2,1,0,36,11,5,3,32,19,13,0,1,5,-1
palmeiras,2008,19,botafogo-rj,botafogo-rj,-1,1,0,0,34,10,5,4,32,21,11,0,1,-1,-1
são paulo,2008,19,goiás,são paulo,1,2,1,0,33,9,4,6,33,21,12,1,0,5,-2
vitória,2008,19,vasco,vitória,1,5,0,0,32,10,7,2,30,21,9,1,0,1,1
coritiba,2008,19,sport,coritiba,1,3,0,0,32,9,5,5,29,19,10,3,0,3,1
flamengo,2008,19,athlético-pr,flamengo,1,1,0,0,31,9,6,4,30,19,11,1,0,3,1
botafogo-rj,2008,19,palmeiras,botafogo-rj,1,1,0,0,31,9,6,4,29,19,10,4,0,4,1
sport,2008,19,coritiba,coritiba,-1,3,0,0,27,8,8,3,21,24,-3,0,1,-1,-1
internacional,2008,19,figueirense,-,1,1,1,0,26,7,7,5,21,20,1,0,0,1,-5
figueirense,2008,19,internacional,-,-1,1,1,0,25,6,6,7,24,35,-11,0,0,4,-5
atlético-mg,2008,19,grêmio,grêmio,1,0,4,0,24,6,7,6,25,37,-12,0,1,-1,-15
goiás,2008,19,são paulo,são paulo,-1,2,1,0,23,6,8,5,23,28,-5,0,1,3,-2
portuguesa,2008,19,cruzeiro,portuguesa,1,2,1,0,23,6,8,5,26,39,-13,1,0,1,-11
náutico,2008,19,santos,náutico,1,1,0,0,21,6,10,3,20,29,-9,1,0,1,1
athlético-pr,2008,19,flamengo,flamengo,-1,1,0,0,20,5,9,5,17,21,-4,0,1,-1,-1
vasco,2008,19,vitória,vitória,-1,5,0,0,17,4,10,5,30,39,-9,0,3,-3,-9
santos,2008,19,náutico,náutico,-1,1,0,0,17,4,10,5,21,33,-12,0,3,-1,-4
fluminense,2008,19,ipatinga,ipatinga,-1,2,1,0,16,4,11,4,21,29,-8,0,1,10,-6
ipatinga,2008,19,fluminense,ipatinga,1,2,1,0,16,4,11,4,20,34,-14,1,0,1,-4
grêmio,2008,20,são paulo,grêmio,1,1,0,0,44,13,2,5,36,12,24,5,0,11,1
cruzeiro,2008,20,vitória,cruzeiro,1,2,1,0,39,12,5,3,34,20,14,1,0,6,-2
palmeiras,2008,20,coritiba,palmeiras,1,1,0,0,37,11,5,4,33,21,12,1,0,1,1
botafogo-rj,2008,20,sport,botafogo-rj,-1,0,1,0,34,10,6,4,30,19,11,5,0,5,1
são paulo,2008,20,grêmio,grêmio,-1,1,0,0,33,9,5,6,33,22,11,0,1,-1,-3
vitória,2008,20,cruzeiro,cruzeiro,-1,2,1,0,32,10,8,2,31,23,8,0,1,2,-1
flamengo,2008,20,santos,-,-1,2,2,0,32,9,6,5,32,21,11,0,0,4,-1
coritiba,2008,20,palmeiras,palmeiras,-1,1,0,0,32,9,6,5,29,20,9,0,1,-1,-1
figueirense,2008,20,portuguesa,figueirense,1,2,1,0,28,7,6,7,26,36,-10,1,0,5,-6
sport,2008,20,botafogo-rj,botafogo-rj,1,0,1,0,27,8,9,3,21,25,-4,0,2,-2,-2
goiás,2008,20,náutico,goiás,1,3,0,0,26,7,8,5,26,28,-2,1,0,4,1
internacional,2008,20,vasco,vasco,-1,4,0,0,26,7,8,5,21,24,-3,0,1,-1,-6
atlético-mg,2008,20,fluminense,fluminense,-1,1,0,0,24,6,8,6,25,38,-13,0,2,-2,-16
athlético-pr,2008,20,ipatinga,athlético-pr,1,5,0,0,23,6,9,5,22,21,1,1,0,1,1
portuguesa,2008,20,figueirense,figueirense,-1,2,1,0,23,6,9,5,27,41,-14,0,1,2,-12
náutico,2008,20,goiás,goiás,-1,3,0,0,21,6,11,3,20,32,-12,0,1,-1,-1
vasco,2008,20,internacional,vasco,1,4,0,0,20,5,10,5,34,39,-5,1,0,1,1
fluminense,2008,20,atlético-mg,fluminense,1,1,0,0,19,5,11,4,22,29,-7,1,0,11,1
santos,2008,20,flamengo,-,1,2,2,0,18,4,10,6,23,35,-12,0,0,1,-5
ipatinga,2008,20,athlético-pr,athlético-pr,-1,5,0,0,16,4,12,4,20,39,-19,0,1,-1,-5
grêmio,2008,21,flamengo,flamengo,-1,2,1,0,44,13,3,5,37,14,23,0,1,12,-1
cruzeiro,2008,21,botafogo-rj,botafogo-rj,-1,1,0,0,39,12,6,3,34,21,13,0,1,-1,-3
botafogo-rj,2008,21,cruzeiro,botafogo-rj,1,1,0,0,37,11,6,4,31,19,12,6,0,6,1
palmeiras,2008,21,internacional,internacional,-1,4,1,0,37,11,6,4,34,25,9,0,1,2,-1
são paulo,2008,21,athlético-pr,são paulo,1,3,1,0,36,10,5,6,36,23,13,1,0,1,-4
coritiba,2008,21,figueirense,coritiba,1,3,0,0,35,10,6,5,32,20,12,1,0,1,1
flamengo,2008,21,grêmio,flamengo,1,2,1,0,35,10,6,5,34,22,12,1,0,5,-2
vitória,2008,21,sport,-,1,0,0,0,33,10,8,3,31,23,8,0,0,-1,1
internacional,2008,21,palmeiras,internacional,1,4,1,0,29,8,8,5,25,25,0,1,0,1,-7
sport,2008,21,vitória,-,-1,0,0,0,28,8,9,4,21,25,-4,0,0,-3,-1
figueirense,2008,21,coritiba,coritiba,-1,3,0,0,28,7,7,7,26,39,-13,0,1,-1,-7
goiás,2008,21,atlético-mg,-,-1,1,1,0,27,7,8,6,27,29,-2,0,0,5,-1
atlético-mg,2008,21,goiás,-,1,1,1,0,25,6,8,7,26,39,-13,0,0,1,-17
athlético-pr,2008,21,são paulo,são paulo,-1,3,1,0,23,6,10,5,23,24,-1,0,1,2,-1
vasco,2008,21,portuguesa,vasco,-1,0,1,0,23,6,10,5,35,39,-4,2,0,2,1
portuguesa,2008,21,vasco,vasco,1,0,1,0,23,6,10,5,27,42,-15,0,2,-1,-13
fluminense,2008,21,náutico,fluminense,-1,1,3,0,22,6,11,4,25,30,-5,2,0,12,-1
náutico,2008,21,fluminense,fluminense,1,1,3,0,21,6,12,3,21,35,-14,0,2,1,-2
santos,2008,21,ipatinga,-,-1,1,1,0,19,4,10,7,24,36,-12,0,0,2,-6
ipatinga,2008,21,santos,-,1,1,1,0,17,4,12,5,21,40,-19,0,0,1,-6
grêmio,2008,22,náutico,-,-1,1,1,0,45,13,3,6,38,15,23,0,0,13,-2
palmeiras,2008,22,portuguesa,palmeiras,1,4,2,0,40,12,6,4,38,27,11,1,0,3,-2
cruzeiro,2008,22,santos,santos,-1,2,0,0,39,12,7,3,34,23,11,0,2,-2,-4
botafogo-rj,2008,22,vasco,-,-1,1,1,0,38,11,6,5,32,20,12,0,0,7,-1
são paulo,2008,22,coritiba,-,-1,2,2,0,37,10,5,7,38,25,13,0,0,2,-5
vitória,2008,22,figueirense,vitória,-1,1,2,0,36,11,8,3,33,24,9,1,0,1,-1
flamengo,2008,22,internacional,-,-1,1,1,0,36,10,6,6,35,23,12,0,0,6,-3
coritiba,2008,22,são paulo,-,1,2,2,0,36,10,6,6,34,22,12,0,0,2,-1
internacional,2008,22,flamengo,-,1,1,1,0,30,8,8,6,26,26,0,0,0,2,-8
sport,2008,22,fluminense,-,-1,1,1,0,29,8,9,5,22,26,-4,0,0,1,-2
atlético-mg,2008,22,athlético-pr,atlético-mg,1,4,0,0,28,7,8,7,30,39,-9,1,0,2,1
figueirense,2008,22,vitória,vitória,1,1,2,0,28,7,8,7,27,41,-14,0,2,1,-8
goiás,2008,22,ipatinga,ipatinga,-1,1,0,0,27,7,9,6,27,30,-3,0,1,-1,-2
vasco,2008,22,botafogo-rj,-,1,1,1,0,24,6,10,6,36,40,-4,0,0,3,-1
athlético-pr,2008,22,atlético-mg,atlético-mg,-1,4,0,0,23,6,11,5,23,28,-5,0,2,-1,-2
fluminense,2008,22,sport,-,1,1,1,0,23,6,11,5,26,31,-5,0,0,13,-2
portuguesa,2008,22,palmeiras,palmeiras,-1,4,2,0,23,6,11,5,29,46,-17,0,3,1,-14
náutico,2008,22,grêmio,-,1,1,1,0,22,6,12,4,22,36,-14,0,0,2,-3
santos,2008,22,cruzeiro,santos,1,2,0,0,22,5,10,7,26,36,-10,1,0,3,1
ipatinga,2008,22,goiás,ipatinga,1,1,0,0,20,5,12,5,22,40,-18,1,0,2,1
grêmio,2008,23,vasco,grêmio,1,2,1,0,48,14,3,6,40,16,24,1,0,14,-3
palmeiras,2008,23,athlético-pr,palmeiras,-1,1,2,0,43,13,6,4,40,28,12,2,0,4,-3
cruzeiro,2008,23,coritiba,-,1,1,1,0,40,12,7,4,35,24,11,0,0,1,-5
botafogo-rj,2008,23,náutico,-,1,1,1,0,39,11,6,6,33,21,12,0,0,8,-2
são paulo,2008,23,santos,-,1,0,0,0,38,10,5,8,38,25,13,0,0,-1,1
vitória,2008,23,ipatinga,-,1,0,0,0,37,11,8,4,33,24,9,0,0,-1,1
coritiba,2008,23,cruzeiro,-,-1,1,1,0,37,10,6,7,35,23,12,0,0,3,-2
flamengo,2008,23,fluminense,-,1,2,2,0,37,10,6,7,37,25,12,0,0,7,-4
sport,2008,23,internacional,sport,1,1,0,0,32,9,9,5,23,26,-3,1,0,2,1
internacional,2008,23,sport,sport,-1,1,0,0,30,8,9,6,26,27,-1,0,1,-1,-9
goiás,2008,23,figueirense,goiás,1,2,0,0,30,8,9,6,29,30,-1,1,0,1,1
atlético-mg,2008,23,portuguesa,-,-1,1,1,0,29,7,8,8,31,40,-9,0,0,3,-1
figueirense,2008,23,goiás,goiás,-1,2,0,0,28,7,9,7,27,43,-16,0,3,-1,-9
fluminense,2008,23,flamengo,-,-1,2,2,0,24,6,11,6,28,33,-5,0,0,14,-3
vasco,2008,23,grêmio,grêmio,-1,2,1,0,24,6,11,6,37,42,-5,0,1,4,-2
portuguesa,2008,23,atlético-mg,-,1,1,1,0,24,6,11,6,30,47,-17,0,0,2,-15
athlético-pr,2008,23,palmeiras,palmeiras,1,1,2,0,23,6,12,5,24,30,-6,0,3,1,-3
náutico,2008,23,botafogo-rj,-,-1,1,1,0,23,6,12,5,23,37,-14,0,0,3,-4
santos,2008,23,são paulo,-,-1,0,0,0,23,5,10,8,26,36,-10,0,0,-1,1
ipatinga,2008,23,vitória,-,-1,0,0,0,21,5,12,6,22,40,-18,0,0,-1,1
grêmio,2008,24,fluminense,-,-1,0,0,0,49,14,3,7,40,16,24,0,0,-1,-2
cruzeiro,2008,24,vasco,cruzeiro,-1,1,3,0,43,13,7,4,38,25,13,1,0,2,-6
palmeiras,2008,24,sport,sport,1,0,3,0,43,13,7,4,40,31,9,0,1,-1,-4
botafogo-rj,2008,24,coritiba,botafogo-rj,-1,0,1,0,42,12,6,6,34,21,13,1,0,9,-1
flamengo,2008,24,figueirense,flamengo,-1,2,3,0,40,11,6,7,40,27,13,1,0,8,-5
são paulo,2008,24,atlético-mg,-,-1,1,1,0,39,10,5,9,39,26,13,0,0,1,-1
vitória,2008,24,santos,santos,-1,2,0,0,37,11,9,4,33,26,7,0,1,-2,-1
coritiba,2008,24,botafogo-rj,botafogo-rj,1,0,1,0,37,10,7,7,35,24,11,0,1,-1,-3
sport,2008,24,palmeiras,sport,-1,0,3,0,35,10,9,5,26,26,0,2,0,3,1
goiás,2008,24,athlético-pr,goiás,1,4,0,0,33,9,9,6,33,30,3,2,0,2,1
internacional,2008,24,portuguesa,internacional,1,1,0,0,33,9,9,6,27,27,0,1,0,1,1
atlético-mg,2008,24,são paulo,-,1,1,1,0,30,7,8,9,32,41,-9,0,0,4,-2
figueirense,2008,24,flamengo,flamengo,1,2,3,0,28,7,10,7,29,46,-17,0,4,1,-10
náutico,2008,24,ipatinga,náutico,1,2,0,0,26,7,12,5,25,37,-12,1,0,4,1
santos,2008,24,vitória,santos,1,2,0,0,26,6,10,8,28,36,-8,1,0,1,1
fluminense,2008,24,grêmio,-,1,0,0,0,25,6,11,7,28,33,-5,0,0,-1,1
vasco,2008,24,cruzeiro,cruzeiro,1,1,3,0,24,6,12,6,38,45,-7,0,2,5,-3
portuguesa,2008,24,internacional,internacional,-1,1,0,0,24,6,12,6,30,48,-18,0,1,-1,-16
athlético-pr,2008,24,goiás,goiás,-1,4,0,0,23,6,13,5,24,34,-10,0,4,-1,-4
ipatinga,2008,24,náutico,náutico,-1,2,0,0,21,5,13,6,22,42,-20,0,1,-2,-1
grêmio,2008,25,goiás,goiás,1,1,2,0,49,14,4,7,41,18,23,0,1,1,-3
palmeiras,2008,25,cruzeiro,palmeiras,-1,0,1,0,46,14,7,4,41,31,10,1,0,1,-3
cruzeiro,2008,25,palmeiras,palmeiras,1,0,1,0,43,13,8,4,38,26,12,0,1,-1,-7
botafogo-rj,2008,25,internacional,internacional,1,1,2,0,42,12,7,6,35,23,12,0,1,10,-2
são paulo,2008,25,flamengo,são paulo,1,2,0,0,42,11,5,9,41,26,15,1,0,2,1
vitória,2008,25,coritiba,vitória,1,1,0,0,40,12,9,4,34,26,8,1,0,1,1
flamengo,2008,25,são paulo,são paulo,-1,2,0,0,40,11,7,7,40,29,11,0,1,-1,-6
sport,2008,25,figueirense,sport,1,5,0,0,38,11,9,5,31,26,5,3,0,4,1
coritiba,2008,25,vitória,vitória,-1,1,0,0,37,10,8,7,35,25,10,0,2,-2,-4
goiás,2008,25,grêmio,goiás,-1,1,2,0,36,10,9,6,35,31,4,3,0,3,-1
internacional,2008,25,botafogo-rj,internacional,-1,1,2,0,36,10,9,6,29,28,1,2,0,2,-1
atlético-mg,2008,25,ipatinga,ipatinga,-1,3,2,0,30,7,9,9,34,44,-10,0,1,5,-3
náutico,2008,25,vasco,náutico,-1,1,3,0,29,8,12,5,28,38,-10,2,0,5,-1
santos,2008,25,fluminense,santos,1,2,1,0,29,7,10,8,30,37,-7,2,0,2,-1
figueirense,2008,25,sport,sport,-1,5,0,0,28,7,11,7,29,51,-22,0,5,-1,-11
athlético-pr,2008,25,portuguesa,athlético-pr,1,2,0,0,26,7,13,5,26,34,-8,1,0,1,1
fluminense,2008,25,santos,santos,-1,2,1,0,25,6,12,7,29,35,-6,0,1,1,-1
vasco,2008,25,náutico,náutico,1,1,3,0,24,6,13,6,39,48,-9,0,3,6,-4
ipatinga,2008,25,atlético-mg,ipatinga,1,3,2,0,24,6,13,6,25,44,-19,1,0,1,-2
portuguesa,2008,25,athlético-pr,athlético-pr,-1,2,0,0,24,6,13,6,30,50,-20,0,2,-2,-17
grêmio,2008,26,athlético-pr,-,-1,0,0,0,50,14,4,8,41,18,23,0,0,-1,-2
palmeiras,2008,26,vasco,palmeiras,1,2,0,0,49,15,7,4,43,31,12,2,0,2,1
cruzeiro,2008,26,figueirense,cruzeiro,-1,3,4,0,46,14,8,4,42,29,13,1,0,1,-8
flamengo,2008,26,ipatinga,flamengo,1,1,0,0,43,12,7,7,41,29,12,1,0,1,1
são paulo,2008,26,sport,-,-1,0,0,0,43,11,5,10,41,26,15,0,0,-1,1
botafogo-rj,2008,26,portuguesa,portuguesa,-1,3,1,0,42,12,8,6,36,26,10,0,2,11,-3
vitória,2008,26,internacional,internacional,-1,1,0,0,40,12,10,4,34,27,7,0,1,-1,-1
coritiba,2008,26,fluminense,coritiba,-1,2,3,0,40,11,8,7,38,27,11,1,0,1,-5
goiás,2008,26,santos,goiás,1,4,1,0,39,11,9,6,39,32,7,4,0,4,-2
sport,2008,26,são paulo,-,1,0,0,0,39,11,9,6,31,26,5,0,0,-1,1
internacional,2008,26,vitória,internacional,1,1,0,0,39,11,9,6,30,28,2,3,0,3,1
atlético-mg,2008,26,náutico,atlético-mg,1,2,1,0,33,8,9,9,36,45,-9,1,0,6,-4
náutico,2008,26,atlético-mg,atlético-mg,-1,2,1,0,29,8,13,5,29,40,-11,0,1,6,-2
santos,2008,26,goiás,goiás,-1,4,1,0,29,7,11,8,31,41,-10,0,1,3,-2
figueirense,2008,26,cruzeiro,cruzeiro,1,3,4,0,28,7,12,7,32,55,-23,0,6,1,-12
athlético-pr,2008,26,grêmio,-,1,0,0,0,27,7,13,6,26,34,-8,0,0,-1,1
portuguesa,2008,26,botafogo-rj,portuguesa,1,3,1,0,27,7,13,6,33,51,-18,1,0,1,-18
fluminense,2008,26,coritiba,coritiba,1,2,3,0,25,6,13,7,31,38,-7,0,2,2,-2
vasco,2008,26,palmeiras,palmeiras,-1,2,0,0,24,6,14,6,39,50,-11,0,4,-1,-5
ipatinga,2008,26,flamengo,flamengo,-1,1,0,0,24,6,14,6,25,45,-20,0,1,-1,-3
palmeiras,2008,27,náutico,-,-1,0,0,0,50,15,7,5,43,31,12,0,0,-1,1
grêmio,2008,27,internacional,internacional,-1,4,1,0,50,14,5,8,42,22,20,0,1,1,-3
cruzeiro,2008,27,são paulo,são paulo,-1,2,0,0,46,14,9,4,42,31,11,0,1,-1,-9
flamengo,2008,27,sport,flamengo,1,2,1,0,46,13,7,7,43,30,13,2,0,2,-1
